ipst,mem_bin
idaq01biq,0.0
ib3d57010,1.0
ief721neq,0.0
jbbob8h0q,0.0
ibuc12060,0.0
ibbsk5010,0.0
lc3n02v4q,0.0
ie9203wvq,0.0
icqu03xaq,1.0
j9i3lcjeq,0.0
o5gla2040,0.0
ibeveklxq,1.0
o5cn01050,0.0
j8rh04020,1.0
idw101060,0.0
ie37a1tdq,0.0
ib9j42upq,0.0
idxp35010,0.0
iccz83oiq,0.0
icq110a3q,0.0
iege17040,0.0
idwg3kmaq,0.0
id0d65i6q,0.0
icpw98010,0.0
icze13kwq,0.0
o6hf710c0,0.0
ib91l7hjq,0.0
ibci020h0,0.0
ibc161viq,0.0
o58oa2080,0.0
ie7xa8d5q,0.0
idry14050,1.0
ie9m0n010,1.0
ib2s39nfq,0.0
o5c06j010,0.0
icw209010,0.0
id9o37woq,0.0
ic5ll4sqq,0.0
idvz05icq,0.0
ibwva3040,0.0
idlh05030,0.0
ie2v15020,0.0
o4k1nh020,0.0
iduy33s7q,0.0
iddc15pyq,0.0
j8i0akxxq,1.0
icwz36010,1.0
idg228d3q,0.0
ie7y11prq,0.0
id5d15f8q,0.0
ib2s61pvq,0.0
idus30bmq,0.0
ic8z18hdq,0.0
idc90j010,0.0
ie1u35050,0.0
ib91lp010,0.0
ibxa83dvq,0.0
iboe3eu6q,0.0
ic4108010,0.0
ie6z18p3q,1.0
icqra4opq,0.0
ibol05fuq,0.0
id8f19030,1.0
ib3p04010,1.0
id2f26l0q,0.0
ic3ma1rpq,0.0
idwc35osq,0.0
idus02bhq,0.0
icwp02bsq,0.0
ib4w01ijq,0.0
j8qh03010,1.0
id0d58rqq,0.0
id0d71hxq,0.0
j8ux06pgq,0.0
o4dd070m0,0.0
ic74bxlsq,0.0
ibc504uwq,1.0
o4of03020,0.0
idp515gtq,0.0
idnzm3l6q,0.0
icok08muq,0.0
ib91ff010,0.0
ie8514ouq,0.0
lb7h51s5q,0.0
ie130ij6q,0.0
id0o12r4q,0.0
idb892q1q,0.0
iaah14070,0.0
idp521wmq,0.0
idc90dtrq,0.0
ieag95lwq,0.0
idp632h3q,0.0
iac721kkq,0.0
ic6j01khq,0.0
ibnh09agq,1.0
icy3x1010,1.0
idgq01050,0.0
la8q95070,0.0
lb1v03ueq,0.0
icq93rb4q,0.0
ibct20j3q,0.0
ie6i02050,0.0
icvba3ckq,0.0
lcdr27asq,0.0
idkv55010,0.0
id9906yzq,0.0
ibwh10040,0.0
idgg97010,1.0
ictn17odq,0.0
idzz01f1q,0.0
iblc93z8q,0.0
idj602kxq,0.0
icok15erq,0.0
la9k03a3q,0.0
ibol03csq,0.0
ibsl24050,0.0
idup44l4q,0.0
idutz2huq,0.0
ibct3epmq,0.0
o5ja03060,0.0
ic3t07liq,1.0
ib91ekd8q,0.0
ie1c1l010,0.0
lbujl4agq,0.0
o4tg01020,0.0
icwb2edvq,1.0
ie7h060d0,0.0
ie8d12anq,0.0
iblbc5wuq,0.0
o4an17040,0.0
idcj02dnq,0.0
ie9m04tcq,1.0
o4si05080,0.0
idjt16030,1.0
ibzoa5iiq,1.0
ibf806030,1.0
lbb701srq,0.0
ic74ck010,0.0
ieg824oiq,0.0
idov0kmpq,0.0
icaj08xvq,1.0
iclt19020,1.0
oa86030f0,0.0
icau12enq,1.0
idb822a1q,0.0
ie0o30lyq,1.0
lcgp01a3q,0.0
iegf03010,0.0
icpf18ezq,0.0
iby112020,1.0
idc93qrwq,0.0
ib3d54010,1.0
idb838utq,0.0
ie7g05smq,0.0
j8tq03040,0.0
iee905olq,1.0
ice042vzq,0.0
idg229dlq,0.0
idv102nzq,0.0
id9n02020,1.0
o59701040,0.0
idy664d8q,0.0
la9k03z9q,0.0
icvbb2ejq,0.0
icvbb3fhq,0.0
ib5y19010,1.0
ibf6b3030,1.0
id8s02bpq,1.0
id0p01020,0.0
icii52csq,0.0
id0k30010,0.0
id0b46010,0.0
ie1816010,0.0
icwy23g0q,0.0
iduy26nuq,0.0
idxp01010,0.0
lb4m08zxq,0.0
ib91as010,0.0
ibw905dlq,0.0
ibug75bqq,0.0
icwy16lsq,0.0
idsj51s8q,0.0
ib91ivhsq,0.0
ib91ljdwq,0.0
ibjb05o1q,0.0
ibu310wfq,0.0
ic3g15j4q,0.0
ibcy37ezq,0.0
ibld32duq,0.0
j9irw3fvq,1.0
ic6j03aqq,0.0
idhb08010,1.0
ib2k0tbuq,0.0
icok19clq,0.0
iccz78sgq,0.0
ibct0efqq,0.0
ie0l20jyq,0.0
ibcd670k0,0.0
ie1b19eaq,0.0
ibbsc5ftq,0.0
ibevejexq,1.0
iaau11040,0.0
idy689u7q,0.0
icwb1ud4q,1.0
ic4307qeq,0.0
ib1b49020,0.0
ib9j15i4q,0.0
ib91n4cxq,0.0
ie1912010,0.0
ics455jnq,0.0
ibxj01wxq,0.0
idc73s010,0.0
ibg001ihq,0.0
ibcr14l8q,0.0
idx702jnq,0.0
icd006zkq,0.0
ibmd31dtq,0.0
id0i73010,0.0
ic6m1w010,0.0
obt804060,0.0
ib91gy010,0.0
idgq100f0,0.0
ic0583010,1.0
j8uq60070,0.0
iblcb4ufq,0.0
ibwk04bwq,0.0
o4a507080,0.0
ics453f4q,0.0
id0d10r7q,0.0
ibbsn1esq,0.0
o51301070,0.0
icop05010,1.0
icdm55050,1.0
ibbs45fjq,0.0
idok11w7q,0.0
iblc24d9q,0.0
idxph1010,0.0
icph3q010,1.0
ibld0qf5q,0.0
id9h04atq,0.0
iciie1raq,0.0
idov80yiq,0.0
ichc040k0,0.0
icr864v4q,0.0
iczgp1030,1.0
ich3010f0,0.0
idx502oiq,0.0
idci07o3q,0.0
ie4e12etq,0.0
ib917o010,0.0
iacs02toq,0.0
ie6k05gfq,0.0
ie0l09ffq,0.0
ib4w09vyq,0.0
ibw901jsq,0.0
ibly02m5q,0.0
idr101brq,0.0
la8q95090,0.0
labq03p3q,0.0
ibbsb0gnq,0.0
obk004050,0.0
icgza2j9q,0.0
ie0d90ibq,0.0
ido91whgq,0.0
idvw4f010,0.0
icdm10030,1.0
id2f16qiq,0.0
idxr15050,1.0
ibse02050,1.0
icc301030,1.0
ibu80nk3q,0.0
ic5s090a0,0.0
ibh714jcq,0.0
ibf318030,1.0
ie1340ouq,0.0
ibbq01010,0.0
o5hkeu030,0.0
o5hd10030,0.0
ibuca5b9q,0.0
iac705r3q,0.0
idus33pqq,0.0
ibu9bo010,0.0
ibfs10030,1.0
iegj83010,0.0
o5gj3g010,0.0
ible20lhq,0.0
idxb32020,1.0
ice607jmq,0.0
id1la1060,0.0
iehq17xzq,0.0
ie1b23gyq,0.0
idux26hdq,0.0
idca0atdq,0.0
icx704mcq,0.0
id9o19vjq,0.0
ib9j01j6q,0.0
ick806020,1.0
id5814010,1.0
ibfh16030,1.0
ic9713030,1.0
idn401diq,0.0
ibzob5zlq,1.0
iedv11020,1.0
ibwm12izq,0.0
idp503bhq,0.0
ibu847b2q,0.0
ib916wr3q,0.0
icn186fkq,1.0
ib910bslq,0.0
id0r0hbxq,0.0
icii51ceq,0.0
lb6b12xpq,0.0
ocb6t2030,0.0
ic6j01kdq,0.0
iblc71qjs,0.0
ic3md0y8q,0.0
ibsta1k2q,1.0
ib6w72030,1.0
idi503f3q,0.0
ie0d86omq,0.0
lbmxo1srq,0.0
j8q908100,0.0
icok29iuq,0.0
la9k01t7q,0.0
ichb01020,1.0
ida976040,1.0
ic6dm3lcq,0.0
ic7m05010,0.0
icxd01040,1.0
id0n91weq,0.0
idgb50020,1.0
icfcaramq,0.0
idx5a5pdq,0.0
ics486p0q,0.0
oc4km1010,0.0
ic3m06mwq,0.0
idbhb3010,0.0
ibwh01080,0.0
icnk12020,1.0
idox03m9q,0.0
ibtm8ej8q,1.0
ibxa80hjq,0.0
icau46020,1.0
ibwfj9s0q,0.0
ic0b15pjq,1.0
idot1eakq,0.0
ibg001ijq,0.0
ie1h54v9q,0.0
ib3w59020,0.0
ibu9gh010,0.0
ib2k21a8q,0.0
icau30ibq,1.0
ido971goq,0.0
idus18l5q,0.0
id2f16qoq,0.0
icqrb1ees,0.0
ie0l16itq,0.0
lbov14bqq,0.0
icdm35050,1.0
id0k81ymq,0.0
icsh10ktq,0.0
icok37pkq,0.0
ib3h03qoq,0.0
ibsl31020,0.0
icmw07chq,1.0
idwg90i3q,0.0
icok18stq,0.0
ic6x8pe4q,0.0
id0r11ddq,0.0
idb7a4tdq,0.0
ibeya7030,1.0
ib4vb7jaq,0.0
ibu98p010,0.0
idja21010,0.0
idv404bcq,1.0
idov0dpuq,0.0
lc4e5zwxq,0.0
iefk01ebq,0.0
ids613r4q,0.0
ib2k29e7q,0.0
idg205rgq,0.0
icg666010,0.0
ie0l40jtq,0.0
icrw06040,0.0
ibh725viq,0.0
o5fx6f020,0.0
idb7b4hlq,0.0
icq161yoq,0.0
o58oa30u0,0.0
idov38xnq,0.0
ibxd11hfq,0.0
icfs11x4q,0.0
ib91g2010,0.0
iaai02rcq,0.0
ie181ladq,0.0
ibzf06010,1.0
ic7465fzq,0.0
idp608kjq,0.0
iblk0ii7q,0.0
ie1h14t2q,0.0
idyz02ohq,0.0
lccl01ibq,0.0
idca0vi3q,0.0
idgq120f0,0.0
icha15qjq,0.0
iabj01yuq,1.0
icr879bbq,0.0
iehr02lhq,1.0
iccz77r4q,0.0
id9o04cmq,0.0
idp615pmq,0.0
ie0l41k4q,0.0
ie6d55vpq,1.0
iclm03010,0.0
iby404030,1.0
ie0d51hwq,0.0
ibts33p3q,1.0
idc728010,0.0
ib91ey010,0.0
icnp05010,1.0
ibu80ig3q,0.0
icr813n8q,0.0
idc93u010,0.0
ibxa83duq,0.0
ibxd16g5q,0.0
ocv5b1090,0.0
icha20j4q,0.0
icha27jgq,0.0
icmw03xpq,0.0
iedt03040,0.0
ie8o14bcq,0.0
ib3806vaq,0.0
icqr14vyq,0.0
ie1qb4naq,0.0
icq91k010,0.0
ibjg02knq,0.0
ids0f0vfq,0.0
ibu94j010,0.0
ichy06emq,0.0
icdm64050,1.0
icop04010,1.0
o4q706020,0.0
ids0g0jjq,0.0
ie8d02nsq,0.0
id0d07fiq,0.0
ic5h1adfq,0.0
lb4f08e9q,0.0
ibl93tbsq,0.0
obxq01070,0.0
idp635iqq,0.0
idov81anq,0.0
ib2k37woq,0.0
id9o27hzq,0.0
o45l06030,0.0
iblk80rpq,0.0
ib91pn010,0.0
icn809x3q,1.0
lc8r02dbq,0.0
icok24heq,0.0
ids050010,0.0
ibu850m9q,0.0
ib91bzwhq,0.0
ic1312k3q,1.0
iac781ftq,0.0
icmp01gkq,0.0
icwb0jenq,1.0
icau29meq,1.0
ibwfd5d1q,0.0
ic0518h4q,1.0
id0o05kmq,0.0
lc2y05phq,0.0
ibct95s8q,0.0
ict201030,1.0
icmdp40j0,0.0
ibdg03jzq,0.0
ic6xbbhqq,0.0
idmea1z7q,0.0
icgy01ayq,0.0
ie7j02bzq,0.0
ibht14mdq,0.0
ib6o25050,1.0
ic0550010,1.0
icq920hmq,0.0
ibbsk5ctq,0.0
jb1f84010,1.0
idxr10050,1.0
icmdp7070,0.0
iby832040,0.0
idgb79020,1.0
ib910jyyq,0.0
j8de61030,1.0
lbhk04jpq,0.0
ichl03fsq,0.0
iddn06010,0.0
ich3130f0,0.0
id8a03020,1.0
idxr56050,1.0
icr80bclq,0.0
ibld76i5q,0.0
ibdy04vgq,0.0
ibu942010,0.0
ic6de2u5q,0.0
ib3821biq,0.0
ic6x9zz5q,0.0
ibxy10ohq,0.0
idxr31060,1.0
ie1872010,0.0
idux0kbsq,0.0
ibsp11010,1.0
ibls31a1q,0.0
ie4n11040,1.0
ie8c05qdq,0.0
ie6d09040,1.0
idnz03ksq,0.0
ibh714ddq,0.0
ib9m01bdq,0.0
ie1c50010,0.0
ie4e13o2q,0.0
ie6i010d0,0.0
icmf01u9q,0.0
icha24irq,0.0
icpw2v010,0.0
id0i57010,0.0
ibmd22xiq,0.0
iddl02lqq,0.0
iedk37diq,0.0
lbx302j1q,1.0
ibh714iyq,0.0
ie3b04040,0.0
idxu8b010,1.0
iac513anq,0.0
idut0aqeq,0.0
ibwh02020,0.0
ib2p34030,1.0
ibwh10050,0.0
lb2a13z9q,0.0
idca4l010,0.0
ie1b14h6q,0.0
ichd03020,0.0
ick908030,1.0
ida932090,1.0
icro03jwq,0.0
ie1b24g0q,0.0
ic5p01070,0.0
lboz12e6q,0.0
id0h08h2q,0.0
idy62emfq,0.0
icqx03a4q,1.0
ic40a1vvq,1.0
idf502g4q,0.0
ich311050,0.0
o5gj3d010,0.0
ode406u9q,0.0
idy694pvq,0.0
icwb0ne1q,1.0
icii97eiq,0.0
icqs12m1q,0.0
ib3513evq,0.0
lboq04p4q,0.0
idvz05ijq,0.0
idca92010,0.0
ic4901e8q,0.0
labn01dyq,0.0
idy62ytbq,0.0
ibsya5m9q,1.0
icok12vkq,0.0
ibcr15ldq,0.0
ic8z03npq,0.0
ic6m1z010,0.0
j8hm06j3q,0.0
idy62ffnq,0.0
idp064oxq,0.0
ic5m11zzq,0.0
ib3d52feq,1.0
ic2m03dpq,0.0
icrz33jiq,0.0
icp508010,1.0
o41j1a010,0.0
icpw37010,0.0
ibct2vftq,0.0
idxr09050,1.0
ib919sd3q,0.0
ib919e010,0.0
id7e18030,1.0
ibu80hyfq,0.0
idj652e1q,0.0
idas30kgq,1.0
idcd13rcq,0.0
icyr0a010,0.0
ibbs06jxq,0.0
ibtp61s4q,0.0
o59a18010,0.0
ic8k09kvq,0.0
ibyk06rvq,0.0
iduw12kfq,0.0
ibxa82d0q,0.0
ie0d94uvq,0.0
iduw07k6q,0.0
idup64f6q,0.0
idvw2q010,0.0
icfc61010,0.0
iaai02qyq,0.0
idy61sf8q,0.0
o5en03020,0.0
idx5a9030,0.0
o5fq10010,0.0
ibvk01020,0.0
j8ig05riq,0.0
idx703dfq,0.0
iege070b0,0.0
o4h7b1010,0.0
ibu619t3q,0.0
iblk73smq,0.0
id0d0vr3q,0.0
la7805afq,0.0
o5hkeq030,0.0
iacr03xlq,1.0
iciia2ivq,0.0
idg240pkq,0.0
icxk02010,1.0
ib3823rnq,0.0
idy63gpiq,0.0
ie1b11kxq,0.0
ichc01020,0.0
iclu10hiq,0.0
iedk40y7q,0.0
ic74c5hyq,0.0
ibcd41c2q,1.0
ibcdb4030,0.0
icnk23010,1.0
ib91me010,0.0
ieav04gdq,1.0
idiy02040,0.0
icxu05020,1.0
ibyp02040,1.0
j8q902070,0.0
ib1b98010,0.0
id1x06urq,1.0
la7t02qwq,0.0
ibct2uv4q,0.0
ib2e02z8q,0.0
ibtxb1lqs,0.0
icha02imq,0.0
ib3501m5q,0.0
idcc06ldq,0.0
idx5a5050,0.0
ic5za9i5q,0.0
ice144q2q,0.0
icnb40040,1.0
icok39mjq,0.0
ib4a63010,1.0
ibc1h1x3q,0.0
ic4316ecq,0.0
icok04mtq,0.0
icha11lxq,0.0
iedk41d0q,0.0
ib4a92010,1.0
j8iva1qqq,0.0
icii87ijq,0.0
ie130vjgq,0.0
ib91a6blq,0.0
obxq010z0,0.0
ibtp14dyq,0.0
o4an180a0,0.0
iciu14xgq,0.0
ibzoa1fvq,1.0
icwy03jmq,0.0
la7t01pvq,0.0
idb832kdq,0.0
id8028n2q,1.0
lb8s3uf7q,0.0
idp451010,0.0
lbp106r6q,1.0
obpw010s0,0.0
icau92ifq,1.0
idgq150d0,0.0
idxpg8010,0.0
iciic8eqq,0.0
icm604opq,0.0
o4r401090,0.0
o5hkcz050,0.0
idmg13jis,0.0
icok31k3q,0.0
icok36rxq,0.0
icha36i6q,0.0
ico802jaq,0.0
iac795urq,0.0
ibf303030,0.0
ic3t05kmq,1.0
odqf11u1q,0.0
id0ne1i3q,0.0
id8j51rnq,0.0
icmw08byq,0.0
ibu9ap010,0.0
ichda5cqq,0.0
id0b2kc8q,0.0
idb791w1q,0.0
iehl06soq,0.0
idut56saq,0.0
ibc1h4biq,0.0
ibu819b5q,0.0
icwr12040,1.0
ie9m81qyq,1.0
j97c21h4q,1.0
id3t04o3q,0.0
idqn05kqq,0.0
ibu540a8q,0.0
ie4n61030,1.0
ibbsz1020,0.0
ic8k14020,0.0
lcix01f8q,0.0
ibxa43ezq,0.0
idy62xcwq,0.0
ichd03fbq,0.0
idy61pgoq,0.0
ibci01010,0.0
ib91mq010,0.0
ibu540zzq,0.0
iaai03slq,0.0
ic6dj3w7q,0.0
ibyl02030,1.0
ie0l01hbq,0.0
idgf04ejq,0.0
id0h02aoq,0.0
iegg02voq,0.0
ic6m6k010,0.0
ibcuagetq,0.0
ie1863010,0.0
ieab05laq,0.0
ibyk01b0q,0.0
idvw2j010,0.0
ibl96qqjq,0.0
ibsm22050,0.0
ieg820qbq,0.0
ibla01dyq,1.0
lb7201l1q,0.0
idqu01010,1.0
ic0442muq,0.0
iduy39tvq,0.0
idh227010,1.0
icph2xgiq,0.0
icmdp90c0,0.0
id0k1m010,0.0
ids0h0jiq,0.0
icr403olq,0.0
iduy34sbq,0.0
iciv01040,1.0
iciijaciq,0.0
ice005a3q,0.0
ic6x8pe5q,0.0
ie8c04paq,0.0
ibxa32d1q,0.0
ib910ecgq,0.0
ie4f54020,0.0
ic3503020,1.0
icpg17liq,0.0
idy61pgkq,0.0
la7t01ptq,0.0
lbx501070,1.0
o44x10020,0.0
icwy25oeq,0.0
iege13040,0.0
iabv01030,0.0
lb3z19yhq,0.0
ibsl20080,0.0
id8m02020,1.0
idan71020,1.0
icps02m1q,0.0
iaao02kiq,0.0
ibug12010,1.0
idx5a2p6q,0.0
ib914vgiq,0.0
ido213030,0.0
idp605eoq,0.0
idnza3rmq,0.0
idya08doq,0.0
icok18ssq,0.0
ibcr03gqq,0.0
idy64etyq,0.0
idwg1w010,0.0
o4ax72030,0.0
icft46abq,0.0
iccz79t7q,0.0
ic5s050g0,0.0
iedk01q0q,0.0
iegg05f7q,0.0
idg267gfq,0.0
idb008xcq,0.0
iaaua1n5q,1.0
idc792myq,0.0
icii23i6q,0.0
ie4n0u030,1.0
ie4e16dlq,0.0
ibfg11040,1.0
ibnz02f1q,0.0
ibm606u2q,0.0
icpg20ofq,0.0
id5n01biq,0.0
icrz30v0q,0.0
ic1xk4ceq,0.0
j8i0a2eqq,1.0
iboi6mtyq,0.0
ib2k34wvq,0.0
ib5s010d0,1.0
icok24haq,0.0
icjr01dmq,1.0
iaby02xcq,1.0
iccz80kdq,0.0
ieht51osq,0.0
icftah010,0.0
ie8d08wqq,0.0
ic4433010,0.0
icii14nnq,0.0
iboe2arjq,0.0
icll03t8q,0.0
o5bx01080,0.0
iec310070,0.0
o58ob80y0,0.0
idb847pnq,0.0
idlp52040,1.0
ibmr51veq,0.0
icg684heq,0.0
idot3t010,0.0
ibbs46doq,0.0
idg230lfq,0.0
lbx501j5q,0.0
ibbs20020,0.0
j9ic01vvq,0.0
ibwk04b0q,0.0
id1v02etq,1.0
iduy03njq,0.0
ic6m26010,0.0
icpf16dmq,0.0
ic3m60fyq,0.0
icvba4djq,0.0
ie0l13hsq,0.0
ib3802ttq,0.0
icwy03jsq,0.0
idiq05010,1.0
ibsm21030,0.0
icvbb1e4q,0.0
iac715twq,0.0
ib2j02030,1.0
idxb79010,1.0
ib3d15010,1.0
id9924e3q,0.0
ib2e01yfq,0.0
icfc60010,0.0
idue52020,2.0
j9i413ayq,0.0
idi502hgq,0.0
ie0d0eaaq,0.0
la7t02srq,0.0
ibtx24imq,0.0
icyr2l040,0.0
iduw06wdq,0.0
idp40b010,0.0
ibu97s010,0.0
icwy01hkq,0.0
icat05030,0.0
ie8607eqq,0.0
lb1415s4q,0.0
ibew5djuq,1.0
id8r02020,0.0
lbry02u1q,0.0
ie1b63cvq,0.0
ie1q09cdq,0.0
ids0e0k0q,0.0
id3a07iaq,0.0
idi510s1q,0.0
ibnh07nxq,1.0
icwr59040,1.0
ics455jsq,0.0
ic5m5xlpq,0.0
lcyid1a5q,0.0
ibct0aomq,0.0
idxb47020,1.0
ie193i010,0.0
idiy20020,0.0
ibeve7bqq,1.0
id0i0lhhq,0.0
idvf36010,0.0
la7t01oxq,0.0
ic3s11c9q,0.0
id6y12010,1.0
idy60wfaq,0.0
ib7784020,0.0
icyr0h010,0.0
ie6k02udq,0.0
idwo03ieq,0.0
ie0d33xhq,0.0
o59z01040,0.0
id0n14c7q,0.0
ibwu01020,0.0
iegj21fhq,0.0
iacr51ogq,1.0
ieec65010,1.0
ibxa62osq,0.0
labq01hrq,0.0
ic4313chq,0.0
ibct48frq,0.0
ic1rf5020,0.0
icwp01n6q,0.0
idmf02010,1.0
iebj15010,0.0
id8r03060,0.0
idg231m7q,0.0
lbl201psq,0.0
ie3b89020,0.0
obxwa10c0,0.0
iaau32020,0.0
ib3507xlq,0.0
icqr04f4q,0.0
id2407050,0.0
idy63kgrq,0.0
idvz37b7q,0.0
iedk39hyq,0.0
idup64exq,0.0
ie4n18030,1.0
idcm01clq,1.0
o4bt34010,0.0
ic6xdi010,0.0
icd011chq,0.0
idjl32o3q,0.0
icm603lgq,0.0
ocbz13020,0.0
ie0h08fnq,0.0
ib91klxcq,0.0
idoy10kzq,0.0
idns01010,1.0
idq238020,1.0
icsb03010,1.0
ie8c02n1q,0.0
idj601meq,0.0
idvw4k010,0.0
ib2k41izq,0.0
ibxd90xeq,1.0
ie1t08udq,0.0
ib8d0lykq,1.0
icr304fnq,0.0
id0i2u010,0.0
idda04sjq,0.0
ic450ixuq,0.0
icrz27jnq,0.0
idwf02mrq,0.0
ie37xbc3q,0.0
ibnh11bcq,0.0
ibu9ac010,0.0
ic8va2g7q,0.0
id5d14ajq,0.0
id6901030,1.0
ie4n81040,1.0
id0o30n2q,0.0
lce831kzs,0.0
iciih1d4q,0.0
iby843010,0.0
idmg02l8q,0.0
ic3m54dkq,0.0
ich315030,0.0
ie1915wkq,0.0
icm606lhq,0.0
iecs08020,1.0
ib9157joq,0.0
id2f30hqq,0.0
ic1107010,0.0
ichl04eyq,0.0
ibuc52090,0.0
icdz02d9q,0.0
idp521wjq,0.0
idw1040c0,0.0
lb8s1ne8q,0.0
icc219030,0.0
ie5h62020,1.0
iabk050a0,1.0
iacs02tlq,0.0
ibcf13adq,0.0
iegg01pxs,0.0
j8r205030,0.0
icb004030,1.0
lc8y13tlq,0.0
idj902030,1.0
iciu09jbq,0.0
id2f17hyq,0.0
ice061zfq,0.0
ics901dlq,0.0
ibu98o010,0.0
ib9j54pjq,0.0
idvz06qcq,0.0
idg239p7q,0.0
ibld59f1q,0.0
j8t701070,0.0
ib7i80020,0.0
icau0y010,1.0
icqx02btq,1.0
ic1rf3nyq,0.0
icr325010,0.0
iddn100f0,0.0
icx701ocq,0.0
idp624hjq,0.0
ie190x010,0.0
idp559010,0.0
ibf913hbq,0.0
icii99ewq,0.0
icwy05llq,0.0
la9k03b0q,0.0
iby864010,0.0
ici204010,0.0
icftclufq,0.0
icl702ykq,0.0
icpf13pzq,0.0
iaata20a0,1.0
idsr04dwq,0.0
iec302030,0.0
icr3210e0,0.0
id0n91wmq,0.0
iaag06dpq,0.0
icnh07040,1.0
ibxd90yhq,0.0
idgq140f0,0.0
ib3w69020,0.0
j8qo01040,0.0
idwl06xbq,0.0
ib6r06030,1.0
idi501ruq,0.0
iehl05q1q,0.0
ibh705abq,0.0
ic5m2a010,0.0
lce33rq7q,0.0
icnl03050,1.0
iab601yqq,0.0
icvn12030,1.0
j8i0b5tjq,1.0
ibeo1ggrq,1.0
icg6cm010,0.0
iduy38trq,0.0
iedv50030,1.0
iby112010,1.0
idy60mcdq,0.0
ibxa74koq,0.0
ibct4ezqq,0.0
idc785g2q,0.0
ictd46020,1.0
j8i0a3ejq,1.0
iclu10hdq,0.0
j9p1bu010,1.0
ic3s83fvq,0.0
idq23h020,1.0
idtl01040,0.0
iclt2a020,1.0
iaatb2050,1.0
j8qh04020,0.0
idi516ofq,0.0
o5fl01020,0.0
ie1qb4nlq,0.0
ibol04f3q,0.0
icrw060g0,0.0
ibnh09a6q,1.0
ic0551010,1.0
ibcd4a040,0.0
ibcu7wozq,0.0
iege02050,0.0
ibmq52g3q,0.0
idda12uzq,0.0
idir11040,1.0
ie1312l1q,0.0
lce357xdq,0.0
ics492w8q,0.0
id2f22swq,0.0
id9o46zgq,0.0
j8qh02040,0.0
ib910kxkq,0.0
idot1j010,0.0
ib91bskbq,0.0
ib9174h9q,0.0
o59p03030,0.0
icfccbzlq,0.0
icii21h5q,0.0
ic5s040d0,0.0
ib4w10gvq,0.0
j8i0cgojq,1.0
ibc174pkq,0.0
idcf08jhq,0.0
ibbsd5lhq,0.0
idca2zl4q,0.0
o55110020,0.0
j8q616040,1.0
ic3s15giq,0.0
ibct95s6q,0.0
iecs29nvq,1.0
o5dh020a0,0.0
ib9j0de4q,0.0
ibf903030,1.0
iddn02020,0.0
ibld0ureq,0.0
ibu880fhq,0.0
ic27sl010,1.0
icmd28030,0.0
idg213hfq,0.0
icqa4dfnq,0.0
lc4e0zxcq,0.0
ici402040,1.0
ieg808soq,0.0
ido91k010,0.0
icjl06020,1.0
ibc305yiq,1.0
idno01ekq,0.0
ie8601m9q,0.0
ibxd32tgq,0.0
idb402020,1.0
odt502nnq,0.0
ides01020,0.0
o5ee16060,0.0
ibwn02vgq,0.0
j8i0c5qnq,1.0
ido203010,0.0
ibh711xeq,0.0
ibxa76goq,0.0
ib9132ulq,0.0
ico803tkq,0.0
idh258010,1.0
ibwm61020,0.0
o4qp9e010,0.0
lbrj17o7q,0.0
ib9j5aicq,0.0
ibf017040,1.0
ib91pi010,0.0
ibht14meq,0.0
icphaj010,1.0
iciid7kdq,0.0
ich308010,0.0
icqu02apq,1.0
ids0g0j6q,0.0
iedn33010,0.0
ice075taq,0.0
icfde6u8q,0.0
ic5y01zxq,0.0
idwc36djq,0.0
o56301010,0.0
j8i0bky8q,1.0
ibbsh2d7q,0.0
ib3902040,1.0
iaatb2040,1.0
idoq04flq,1.0
id0o03gaq,0.0
idcm13d1q,1.0
iduy11nqq,0.0
ia2103010,0.0
j8qj05010,0.0
ics302n7q,0.0
ids090030,0.0
ib91jb010,0.0
iehl03n2q,0.0
obpw010n0,0.0
id0p02gsq,0.0
iedb53010,0.0
ib9j01j4q,0.0
ibcy39ppq,0.0
iduy15ooq,0.0
ichc010h0,0.0
iac755iyq,0.0
ie4114010,0.0
idj602koq,0.0
idxz11010,1.0
idbh36010,0.0
ib91np010,0.0
iaax5c010,0.0
ibu954010,0.0
ie7g10teq,0.0
ics322qaq,0.0
ibjb06h6q,0.0
ie7663020,1.0
ib91igneq,0.0
ie7h07080,0.0
ie8702010,0.0
icau90010,1.0
ic8a05040,1.0
j8i0c9h6q,1.0
icgf03040,0.0
icoh04mgq,0.0
ibu890t0q,0.0
lbmuo1bfq,0.0
iclu20loq,0.0
ic3va4ybq,0.0
id9o38acq,0.0
laaq03d6q,0.0
ibxa70scq,0.0
idvw37010,0.0
idb721zbq,0.0
ibts10040,1.0
icb704030,1.0
ic3g07ttq,0.0
idmg08c6q,0.0
ibbsy1qsq,0.0
ibu320heq,0.0
icvba4dyq,0.0
lbho60dvq,0.0
ibzc08kmq,0.0
ibcd080a0,1.0
ibug81010,1.0
ie1h13smq,0.0
idy63fouq,0.0
ibu95b010,0.0
ibg001ikq,0.0
o47q01010,0.0
ibu865xcq,0.0
ibqs02010,1.0
ie9m23020,1.0
ick002020,1.0
j8q9030q0,0.0
lce325ajq,0.0
icn10f020,0.0
iefi02f3q,0.0
icro04vaq,0.0
icii56f9q,0.0
iacd02n0q,1.0
icrz06ioq,0.0
idp615pgq,0.0
icfc01oxq,0.0
ibbsh5rgq,0.0
id8j51r7q,0.0
id5o13010,1.0
idmea1y8q,0.0
